ensg_id	gene_symbol	pmtl	version
ENSG00000277199	CH17-125A10.2	NA	NA
ENSG00000224363	RP11-289H16.1	NA	NA
ENSG00000278273	RP11-763B22.11	NA	NA
ENSG00000273825	CH17-164J11.1	NA	NA
ENSG00000271644	RP3-365I19.2	NA	NA
ENSG00000283752	CH17-195P21.1	NA	NA
ENSG00000272419	RP11-403I13.8	NA	NA
ENSG00000277678	RF00003	NA	NA
ENSG00000281571	CH17-195P21.2	NA	NA
ENSG00000223612	RP11-289I10.2	NA	NA
ENSG00000271291	RP11-289I10.3	NA	NA
ENSG00000276216	CH17-373J23.1	NA	NA
ENSG00000236140	RP11-89F3.2	NA	NA
ENSG00000270384	RF00003	NA	NA
ENSG00000270722	RF00003	NA	NA
ENSG00000278182	CH17-262O2.2	NA	NA
ENSG00000275064	CH17-262O2.1	NA	NA
ENSG00000244619	RP11-315I20.3	NA	NA
ENSG00000234222	RP11-315I20.1	NA	NA
ENSG00000280778	CH17-270A2.2	NA	NA
ENSG00000278431	CH17-270A2.1	NA	NA
ENSG00000233396	RP11-458D21.1	NA	NA
ENSG00000213240	RP11-458D21.5	NA	NA
ENSG00000276509	CH17-353B19.1	NA	NA
ENSG00000277406	CH17-385C13.2	NA	NA
ENSG00000270339	CH17-385C13.3	NA	NA
ENSG00000273768	RF00003	NA	NA
ENSG00000274428	RF00003	NA	NA
ENSG00000277655	RP11-640M9.4	NA	NA
ENSG00000277420	CH17-408M7.1	NA	NA
ENSG00000274408	RNA5SP536	NA	NA
ENSG00000274450	RF00619	NA	NA
ENSG00000234225	RP4-704D21.2	NA	NA
ENSG00000227242	CH17-112A12.2	NA	NA
ENSG00000225603	RP11-325P15.1	NA	NA
ENSG00000201142	RNU1-151P	NA	NA
ENSG00000230832	RP11-325P15.2	NA	NA
ENSG00000283342	NBPF13P	NA	NA
ENSG00000237188	RP11-337C18.8	NA	NA
ENSG00000273071	RP11-337C18.10	NA	NA
ENSG00000236806	RPL7AP15	NA	NA
ENSG00000213226	RP11-337C18.4	NA	NA
ENSG00000207209	RF00019	NA	NA
ENSG00000272480	OR13Z3P	NA	NA
ENSG00000227139	RP11-533N14.3	NA	NA
ENSG00000274415	RP11-433J22.2	NA	NA
ENSG00000234190	RP11-433J22.3	NA	NA
ENSG00000223728	RP11-314N2.2	NA	NA
ENSG00000273059	XXyac-YX155B6.7	NA	NA
ENSG00000274372	RP11-94I2.4	NA	NA
ENSG00000229828	RP11-94I2.1	NA	NA
ENSG00000227733	RP4-565E6.1	NA	NA
ENSG00000232265	XXyac-YX155B6.5	NA	NA
ENSG00000224335	RP11-301M17.2	NA	NA
ENSG00000227700	RP11-301M17.1	NA	NA
ENSG00000234283	RP11-495P10.6	NA	NA
ENSG00000228626	RP11-495P10.9	NA	NA
ENSG00000238107	RP11-495P10.5	NA	NA
ENSG00000235988	RP11-495P10.4	NA	NA
ENSG00000224481	RP11-495P10.3	NA	NA
ENSG00000252744	RF00019	NA	NA
ENSG00000272824	RP6-74O6.6	NA	NA
ENSG00000231551	RP11-495P10.1	NA	NA
ENSG00000225871	RP11-495P10.10	NA	NA
ENSG00000285062	CH17-172B3.2	NA	NA
ENSG00000280649	CH17-172B3.1	NA	NA
ENSG00000274210	RF00003	NA	NA
ENSG00000177144	CH17-478G19.1	NA	NA
ENSG00000275140	CH17-478G19.2	NA	NA
ENSG00000271546	RP4-725K1.1	NA	NA
ENSG00000254913	RP4-791M13.5	NA	NA
ENSG00000255148	RP4-791M13.4	NA	NA
ENSG00000254539	RP4-791M13.3	NA	NA
ENSG00000274019	CH17-78J1.1	NA	NA
ENSG00000274265	CH17-189H20.1	NA	NA
ENSG00000215861	WI2-1896O14.1	NA	NA
ENSG00000272755	RP11-326G21.1	NA	NA
ENSG00000273591	RF00100	NA	NA
ENSG00000274423	RP11-544O24.2	NA	NA
ENSG00000277147	RP11-640M9.1	NA	NA
ENSG00000284964	CH17-159N18.3	NA	NA
ENSG00000275557	RP11-353N4.6	NA	NA
ENSG00000206828	RF00003	NA	NA
ENSG00000284842	CH17-195C8.1	NA	NA
ENSG00000234232	RP11-353N4.5	NA	NA
ENSG00000226500	RP11-196G18.1	NA	NA
ENSG00000233030	RP11-196G18.3	NA	NA
ENSG00000220323	HIST2H2BD	NA	NA
ENSG00000261716	RP11-196G18.22	NA	NA
ENSG00000272993	RP11-196G18.24	NA	NA
ENSG00000264207	RP11-196G18.23	NA	NA
ENSG00000285184	CH17-55D9.1	NA	NA
ENSG00000223945	RP11-458I7.1	NA	NA
ENSG00000276110	RP4-790G17.7	NA	NA
ENSG00000228126	LINC00568	NA	NA
ENSG00000237781	RP11-54A4.2	NA	NA
ENSG00000253047	RF00561	NA	NA
ENSG00000276103	RF00015	NA	NA
ENSG00000236713	RP11-363I22.3	NA	NA
ENSG00000224690	RP11-363I22.5	NA	NA
ENSG00000224800	RP11-235D19.2	NA	NA
ENSG00000283324	RP11-235D19.4	NA	NA
ENSG00000229357	RP11-235D19.3	NA	NA
ENSG00000259357	RP11-316M1.12	NA	NA
ENSG00000231073	RP11-316M1.3	NA	NA
ENSG00000143409	FAM63A	NA	NA
ENSG00000143363	PRUNE	NA	NA
ENSG00000233717	RP11-68I18.2	NA	NA
ENSG00000261168	RP11-68I18.10	NA	NA
ENSG00000232671	RP11-126K1.2	NA	NA
ENSG00000273481	RP11-126K1.9	NA	NA
ENSG00000224645	RP11-126K1.8	NA	NA
ENSG00000237976	RP11-126K1.6	NA	NA
ENSG00000252840	RF00405	NA	NA
ENSG00000232536	RP11-74C1.4	NA	NA
ENSG00000223861	RP11-74C1.2	NA	NA
ENSG00000250734	RP11-404E16.1	NA	NA
ENSG00000227045	RP11-98D18.1	NA	NA
ENSG00000269621	RP11-98D18.15	NA	NA
ENSG00000236940	RP11-98D18.7	NA	NA
ENSG00000249602	RP11-98D18.3	NA	NA
ENSG00000232937	RP11-98D18.2	NA	NA
ENSG00000268288	RP11-98D18.16	NA	NA
ENSG00000203288	RP11-98D18.9	NA	NA
ENSG00000269489	RP11-98D18.17	NA	NA
ENSG00000201134	RF00019	NA	NA
ENSG00000229021	AL591893.1	NA	NA
ENSG00000240667	AL450992.6	NA	NA
ENSG00000232678	AL591893.3	NA	NA
ENSG00000226716	AL589986.2	NA	NA
ENSG00000233792	HDHD1P2	NA	NA
ENSG00000237975	RP1-14N1.2	NA	NA
ENSG00000236427	RP11-107M16.2	NA	NA
ENSG00000183586	RP1-91G5.1	NA	NA
ENSG00000226947	RP1-52J10.9	NA	NA
ENSG00000229713	RP1-43O17.1	NA	NA
ENSG00000233819	RP1-43O17.2	NA	NA
ENSG00000224308	RP1-20N18.6	NA	NA
ENSG00000283227	RP1-20N18.10	NA	NA
ENSG00000252920	RF00322	NA	NA
ENSG00000234262	RP1-20N18.4	NA	NA
ENSG00000229699	RP1-140J1.1	NA	NA
ENSG00000230779	RP1-140J1.4	NA	NA
ENSG00000237008	AL591704.5	NA	NA
ENSG00000224784	AL591704.7	NA	NA
ENSG00000203781	AL591704.9	NA	NA
ENSG00000238279	BX470102.3	NA	NA
ENSG00000271853	RP1-178F15.5	NA	NA
ENSG00000272030	RP1-178F15.4	NA	NA
ENSG00000235015	RP11-216N14.1	NA	NA
ENSG00000199565	RF00019	NA	NA
ENSG00000243613	RP11-216N14.8	NA	NA
ENSG00000233222	RP11-216N14.9	NA	NA
ENSG00000207039	RF00019	NA	NA
ENSG00000231827	RP11-216N14.5	NA	NA
ENSG00000223599	RP11-216N14.7	NA	NA
ENSG00000236327	RP11-759F5.1	NA	NA
ENSG00000284738	RP11-422P24.13	NA	NA
ENSG00000282386	RP11-422P24.12	NA	NA
ENSG00000273026	RP11-422P24.10	NA	NA
ENSG00000272654	RP11-422P24.11	NA	NA
ENSG00000231416	RP11-422P24.9	NA	NA
ENSG00000231837	RP11-422P24.1	NA	NA
ENSG00000252682	RF00273	NA	NA
ENSG00000278694	RP11-137P24.5	NA	NA
ENSG00000237920	RP11-350G8.4	NA	NA
ENSG00000226855	RP11-350G8.3	NA	NA
ENSG00000228013	RP11-350G8.5	NA	NA
ENSG00000228264	RP11-350G8.7	NA	NA
ENSG00000273110	RP11-350G8.9	NA	NA
ENSG00000229780	RP11-61L14.2	NA	NA
ENSG00000233875	RP11-61L14.6	NA	NA
ENSG00000270361	RP11-307C12.13	NA	NA
ENSG00000268154	RF00017	NA	NA
ENSG00000271380	RP11-307C12.12	NA	NA
ENSG00000232093	RP11-307C12.11	NA	NA
ENSG00000251246	RP11-540D14.8	NA	NA
ENSG00000202027	RF00019	NA	NA
ENSG00000223452	RP11-201K10.1	NA	NA
ENSG00000273088	RP11-201K10.3	NA	NA
ENSG00000231064	RP11-263K19.4	NA	NA
ENSG00000236263	RP11-263K19.6	NA	NA
ENSG00000236675	RP11-263K19.9	NA	NA
ENSG00000227773	RP11-21N7.6	NA	NA
ENSG00000235919	RP11-29H23.1	NA	NA
ENSG00000271267	RP11-29H23.7	NA	NA
ENSG00000225082	RP11-29H23.2	NA	NA
ENSG00000223503	RP11-29H23.6	NA	NA
ENSG00000232519	RP11-29H23.4	NA	NA
ENSG00000246203	RP11-29H23.5	NA	NA
ENSG00000227673	RP11-243J18.2	NA	NA
ENSG00000203761	RP11-243J18.3	NA	NA
ENSG00000234937	RP11-101O6.2	NA	NA
ENSG00000283442	RF00015	NA	NA
ENSG00000273002	RP11-336K24.12	NA	NA
ENSG00000224276	RP11-336K24.5	NA	NA
ENSG00000252236	RF00568	NA	NA
ENSG00000237390	RP11-139I14.2	NA	NA
ENSG00000236947	RP11-98G7.1	NA	NA
ENSG00000206651	RF00019	NA	NA
ENSG00000260460	RP11-284F21.8	NA	NA
ENSG00000272971	RP11-284F21.11	NA	NA
ENSG00000272068	RP11-284F21.9	NA	NA
ENSG00000272405	RP11-284F21.10	NA	NA
ENSG00000229953	RP11-284F21.7	NA	NA
ENSG00000237588	RP11-66D17.3	NA	NA
ENSG00000223356	RP11-66D17.5	NA	NA
ENSG00000237842	RP11-110J1.2	NA	NA
ENSG00000224520	RP11-110J1.3	NA	NA
ENSG00000235700	RP11-110J1.5	NA	NA
ENSG00000229961	RP11-71G12.1	NA	NA
ENSG00000284592	RP11-71G12.2	NA	NA
ENSG00000228239	RP11-85G21.1	NA	NA
ENSG00000271736	RP11-85G21.3	NA	NA
ENSG00000237189	RP11-85G21.2	NA	NA
ENSG00000236731	RP4-801G22.2	NA	NA
ENSG00000233712	RP4-801G22.3	NA	NA
ENSG00000227217	RP11-367J7.3	NA	NA
ENSG00000231700	RP11-367J7.4	NA	NA
ENSG00000232366	RP11-367J7.5	NA	NA
ENSG00000227425	RP11-120D12.2	NA	NA
ENSG00000236957	RP11-451O13.1	NA	NA
ENSG00000183853	KIRREL	NA	NA
ENSG00000226520	RP11-444M10.3	NA	NA
ENSG00000231666	RP11-404O13.1	NA	NA
ENSG00000227295	RP11-404O13.2	NA	NA
ENSG00000229914	RP11-404O13.4	NA	NA
ENSG00000176320	RP11-404O13.5	NA	NA
ENSG00000230942	RP11-101J8.2	NA	NA
ENSG00000236257	RP11-144L1.2	NA	NA
ENSG00000236656	RP11-144L1.4	NA	NA
ENSG00000231434	RP11-144L1.8	NA	NA
ENSG00000229849	RP11-393K10.1	NA	NA
ENSG00000233473	RP11-520H16.4	NA	NA
ENSG00000225670	CTA-134P22.2	NA	NA
ENSG00000215846	RP11-550P17.1	NA	NA
ENSG00000228560	RP11-550P17.5	NA	NA
ENSG00000249730	OR10J4P	NA	NA
ENSG00000224943	RP11-180D21.3	NA	NA
ENSG00000231100	RP11-740C1.2	NA	NA
ENSG00000276632	RP11-419N10.6	NA	NA
ENSG00000223603	RP11-419N10.3	NA	NA
ENSG00000235226	RP11-419N10.5	NA	NA
ENSG00000256029	RP11-190A12.7	NA	NA
ENSG00000188004	RP11-190A12.4	NA	NA
ENSG00000212161	RF00570	NA	NA
ENSG00000272668	RP11-190A12.10	NA	NA
ENSG00000279430	RP11-190A12.9	NA	NA
ENSG00000224259	RP11-48O20.4	NA	NA
ENSG00000273933	RP11-48O20.5	NA	NA
ENSG00000237409	RP11-226L15.1	NA	NA
ENSG00000225279	RP11-536C5.2	NA	NA
ENSG00000227741	RP11-536C5.7	NA	NA
ENSG00000258465	RP11-574F21.3	NA	NA
ENSG00000228606	RP11-574F21.2	NA	NA
ENSG00000224261	RP11-179G5.1	NA	NA
ENSG00000235082	RP11-179G5.4	NA	NA
ENSG00000202078	RF00019	NA	NA
ENSG00000234425	RP11-528G1.2	NA	NA
ENSG00000235101	RP11-404F10.1	NA	NA
ENSG00000228863	RP11-404F10.2	NA	NA
ENSG00000275801	RP11-404F10.6	NA	NA
ENSG00000274562	RP11-404F10.5	NA	NA
ENSG00000226003	RP11-312J18.3	NA	NA
ENSG00000213080	RP11-312J18.5	NA	NA
ENSG00000232188	RP11-312J18.6	NA	NA
ENSG00000198358	RP11-544M22.1	NA	NA
ENSG00000233691	RP11-312J18.7	NA	NA
ENSG00000270149	RP11-544M22.13	NA	NA
ENSG00000232879	RP11-544M22.3	NA	NA
ENSG00000228917	RP11-544M22.8	NA	NA
ENSG00000238934	RF01225	NA	NA
ENSG00000224985	RP11-297K8.2	NA	NA
ENSG00000236484	RP11-122G18.6	NA	NA
ENSG00000283696	RP11-122G18.12	NA	NA
ENSG00000283360	RP11-122G18.10	NA	NA
ENSG00000215840	RP11-122G18.7	NA	NA
ENSG00000277882	RP11-122G18.9	NA	NA
ENSG00000283317	RP11-122G18.11	NA	NA
ENSG00000273112	RP11-25K21.6	NA	NA
ENSG00000224203	RP11-5K23.3	NA	NA
ENSG00000224515	RP11-5K23.5	NA	NA
ENSG00000225217	RP11-25K21.4	NA	NA
ENSG00000231586	RP11-25K21.5	NA	NA
ENSG00000234211	RP11-25K21.1	NA	NA
ENSG00000199595	RF00019	NA	NA
ENSG00000226889	RP11-474I16.8	NA	NA
ENSG00000229808	RP11-456P18.2	NA	NA
ENSG00000227818	RP11-227F8.2	NA	NA
ENSG00000227094	RP11-565P22.2	NA	NA
ENSG00000254706	RP11-565P22.6	NA	NA
ENSG00000227243	RP11-130F5.1	NA	NA
ENSG00000227941	RP11-359K18.1	NA	NA
ENSG00000259788	RP11-359K18.3	NA	NA
ENSG00000272574	RP11-359K18.4	NA	NA
ENSG00000230739	RP11-331H2.4	NA	NA
ENSG00000227667	RP11-331H2.3	NA	NA
ENSG00000232892	RP11-267N12.1	NA	NA
ENSG00000225755	RP11-267N12.2	NA	NA
ENSG00000232995	RP11-267N12.3	NA	NA
ENSG00000237756	RP11-77M5.1	NA	NA
ENSG00000225122	RP11-408E1.1	NA	NA
ENSG00000228289	RP4-640E24.1	NA	NA
ENSG00000212538	RF00012	NA	NA
ENSG00000225719	RP11-541J2.1	NA	NA
ENSG00000213070	RP11-541J2.2	NA	NA
ENSG00000269887	RP11-477H21.2	NA	NA
ENSG00000276359	RF00017	NA	NA
ENSG00000233693	RP11-506O24.1	NA	NA
ENSG00000271917	RP11-506O24.2	NA	NA
ENSG00000201987	RF00019	NA	NA
ENSG00000225487	RP11-403P14.1	NA	NA
ENSG00000224702	RP11-38C18.2	NA	NA
ENSG00000238022	RP11-38C18.3	NA	NA
ENSG00000237463	RP11-280O1.2	NA	NA
ENSG00000230748	RP11-541H12.1	NA	NA
ENSG00000237783	RP11-306I1.1	NA	NA
ENSG00000236206	RP11-306I1.2	NA	NA
ENSG00000206990	RF00019	NA	NA
ENSG00000230175	RP11-466F5.3	NA	NA
ENSG00000225272	RP11-466F5.4	NA	NA
ENSG00000215838	RP11-466F5.6	NA	NA
ENSG00000273365	RP11-466F5.10	NA	NA
ENSG00000224358	RP11-466F5.8	NA	NA
ENSG00000230659	RP11-466F5.9	NA	NA
ENSG00000236364	RP11-525G13.2	NA	NA
ENSG00000271527	RP11-7G12.2	NA	NA
ENSG00000226292	RP11-7G12.1	NA	NA
ENSG00000203307	RP11-375H19.2	NA	NA
ENSG00000230898	RP11-9L18.3	NA	NA
ENSG00000215835	RP11-9L18.2	NA	NA
ENSG00000229588	RP11-479J7.2	NA	NA
ENSG00000225325	RP11-479J7.1	NA	NA
ENSG00000234142	RP11-276E17.2	NA	NA
ENSG00000232341	RP11-54B9.2	NA	NA
ENSG00000232223	RP1-9E21.2	NA	NA
ENSG00000225171	RP1-9E21.5	NA	NA
ENSG00000227907	RP11-102C16.3	NA	NA
ENSG00000213068	RP11-277B15.1	NA	NA
ENSG00000231605	RP11-277B15.2	NA	NA
ENSG00000272205	RP11-277B15.3	NA	NA
ENSG00000272033	RP11-52A20.2	NA	NA
ENSG00000233411	RP11-104L21.2	NA	NA
ENSG00000273160	RP11-104L21.3	NA	NA
ENSG00000227776	RP3-455J7.1	NA	NA
ENSG00000231029	RP3-455J7.3	NA	NA
ENSG00000241666	RP3-455J7.4	NA	NA
ENSG00000250762	RP1-313L4.4	NA	NA
ENSG00000232194	RP1-313L4.3	NA	NA
ENSG00000224837	RP4-702J19.1	NA	NA
ENSG00000237049	RP1-69E11.2	NA	NA
ENSG00000237131	RP1-69E11.3	NA	NA
ENSG00000227722	RP5-1059H15.1	NA	NA
ENSG00000228697	RP5-968D22.3	NA	NA
ENSG00000283255	RP5-968D22.1	NA	NA
ENSG00000215833	RP5-968D22.2	NA	NA
ENSG00000227777	RP4-738P11.3	NA	NA
ENSG00000229757	RP4-738P11.4	NA	NA
ENSG00000235736	RP1-10C16.1	NA	NA
ENSG00000225826	RP1-10C16.2	NA	NA
ENSG00000229612	RP11-375F2.1	NA	NA
ENSG00000203601	RP11-375F2.2	NA	NA
ENSG00000213063	RP11-375F2.3	NA	NA
ENSG00000237707	RP5-1018K9.1	NA	NA
ENSG00000235575	RP4-800F24.1	NA	NA
ENSG00000234604	RP1-206D15.5	NA	NA
ENSG00000213062	RP1-206D15.6	NA	NA
ENSG00000230704	RP1-117P20.3	NA	NA
ENSG00000235378	RP1-190I16.2	NA	NA
ENSG00000232959	RP11-332H17.1	NA	NA
ENSG00000224896	RP11-212E1.1	NA	NA
ENSG00000283340	MIR3119-1	NA	NA
ENSG00000263390	MIR3119-2	NA	NA
ENSG00000233985	RP11-297H3.3	NA	NA
ENSG00000238051	RP11-297H3.2	NA	NA
ENSG00000224286	RP11-297H3.4	NA	NA
ENSG00000226967	RP11-576I22.1	NA	NA
ENSG00000231407	RP11-576I22.2	NA	NA
ENSG00000225545	RP11-545I10.2	NA	NA
ENSG00000235303	RP1-79C4.1	NA	NA
ENSG00000271811	RP1-79C4.4	NA	NA
ENSG00000226552	RP5-1092L12.2	NA	NA
ENSG00000225243	RP1-127D3.4	NA	NA
ENSG00000231424	RP1-45C12.1	NA	NA
ENSG00000206692	RF00019	NA	NA
ENSG00000230547	HMGB1L11	NA	NA
ENSG00000225704	RP4-798A17.5	NA	NA
ENSG00000268062	TOP1P1	NA	NA
ENSG00000239428	RP1-81F6.2	NA	NA
ENSG00000234333	RP1-81F6.1	NA	NA
ENSG00000283683	RP3-454G6.2	NA	NA
ENSG00000233328	RP4-560B9.2	NA	NA
ENSG00000230364	RP4-560B9.1	NA	NA
ENSG00000232261	RP4-560B9.5	NA	NA
ENSG00000271459	RP4-560B9.6	NA	NA
ENSG00000236741	RP4-560B9.4	NA	NA
ENSG00000253060	RF00601	NA	NA
ENSG00000213060	RP4-612B18.3	NA	NA
ENSG00000224600	RP4-612B18.1	NA	NA
ENSG00000233540	RP4-612B18.4	NA	NA
ENSG00000229785	RP3-332O11.1	NA	NA
ENSG00000279061	RP3-332O11.2	NA	NA
ENSG00000224228	RP1-15D23.2	NA	NA
ENSG00000227177	RP3-471M13.1	NA	NA
ENSG00000224000	RP3-471M13.2	NA	NA
ENSG00000230849	GOT2L2	NA	NA
ENSG00000226375	RP3-395P12.2	NA	NA
ENSG00000232751	RP11-296O14.1	NA	NA
ENSG00000231615	RP11-296O14.2	NA	NA
ENSG00000203739	RP11-296O14.3	NA	NA
ENSG00000238272	RP3-436N22.3	NA	NA
ENSG00000225591	RP11-360D2.2	NA	NA
ENSG00000252357	RF00019	NA	NA
ENSG00000236535	RP11-160H22.1	NA	NA
ENSG00000224977	RP11-160H22.3	NA	NA
ENSG00000225713	RP11-160H22.4	NA	NA
ENSG00000227373	RP11-160H22.5	NA	NA
ENSG00000237317	RP4-809F4.1	NA	NA
ENSG00000223828	RP11-64I24.1	NA	NA
ENSG00000231378	RP11-64I24.2	NA	NA
ENSG00000237249	RP1-102G20.2	NA	NA
ENSG00000223525	RP1-102G20.3	NA	NA
ENSG00000235869	RP1-102G20.4	NA	NA
ENSG00000229531	RP1-102G20.5	NA	NA
ENSG00000206659	RF00019	NA	NA
ENSG00000181101	RP1-262D12.1	NA	NA
ENSG00000230687	RP5-1114G22.2	NA	NA
ENSG00000233946	RP5-1114G22.1	NA	NA
ENSG00000260990	RP3-518E13.2	NA	NA
ENSG00000235628	RP5-1045J21.1	NA	NA
ENSG00000224718	RP11-222A5.1	NA	NA
ENSG00000227740	RP11-318C24.2	NA	NA
ENSG00000230777	RP11-318C24.1	NA	NA
ENSG00000228686	RP11-492I21.1	NA	NA
ENSG00000236021	RP11-195C7.1	NA	NA
ENSG00000273629	RF00066	NA	NA
ENSG00000232463	RP11-195C7.2	NA	NA
ENSG00000227815	RP11-195C7.3	NA	NA
ENSG00000231020	RP11-357J22.1	NA	NA
ENSG00000225904	RP11-357J22.2	NA	NA
ENSG00000237514	RP4-652L8.2	NA	NA
ENSG00000224968	RP1-35C21.1	NA	NA
ENSG00000227579	RP1-35C21.2	NA	NA
ENSG00000236720	RP11-63B19.1	NA	NA
ENSG00000254154	RP4-798P15.3	NA	NA
ENSG00000242193	RP11-568K15.1	NA	NA
ENSG00000276563	RP11-568K15.2	NA	NA
ENSG00000224687	RP11-21M7.1	NA	NA
ENSG00000270575	RP11-21M7.2	NA	NA
ENSG00000213058	RP4-765C7.2	NA	NA
ENSG00000188585	RP4-593C16.2	NA	NA
ENSG00000264809	RF00017	NA	NA
ENSG00000273384	RP5-1098D14.1	NA	NA
ENSG00000273062	RP11-428K3.1	NA	NA
ENSG00000228196	RP11-18E13.1	NA	NA
ENSG00000201791	RF00092	NA	NA
ENSG00000232750	RP11-177A2.5	NA	NA
ENSG00000234041	RP11-345I18.1	NA	NA
ENSG00000231905	RP11-345I18.2	NA	NA
ENSG00000212338	RF00272	NA	NA
ENSG00000201619	RF00272	NA	NA
ENSG00000231564	RP11-345I18.3	NA	NA
ENSG00000225711	RP11-345I18.4	NA	NA
ENSG00000223794	RP11-345I18.5	NA	NA
ENSG00000228191	RP11-345I18.6	NA	NA
ENSG00000224620	RP11-215I23.3	NA	NA
ENSG00000236539	RP11-215I23.4	NA	NA
ENSG00000261250	RP11-545A16.1	NA	NA
ENSG00000227141	RP11-545A16.3	NA	NA
ENSG00000261060	RP11-545A16.4	NA	NA
ENSG00000243062	RP11-12M5.1	NA	NA
ENSG00000229407	RP11-12M5.3	NA	NA
ENSG00000231966	RP11-12M5.4	NA	NA
ENSG00000272906	RP11-533E19.7	NA	NA
ENSG00000261831	RP11-533E19.2	NA	NA
ENSG00000260360	RP11-533E19.5	NA	NA
ENSG00000235145	RP11-533E19.3	NA	NA
ENSG00000223450	RP11-52I18.1	NA	NA
ENSG00000261817	RP11-502H18.2	NA	NA
ENSG00000235060	RP11-254N18.1	NA	NA
ENSG00000206905	RF00019	NA	NA
ENSG00000236719	RP11-522D2.1	NA	NA
ENSG00000283575	RF00026	NA	NA
ENSG00000225857	RP11-46A10.2	NA	NA
ENSG00000243155	RP11-46A10.5	NA	NA
ENSG00000232586	RP11-46A10.4	NA	NA
ENSG00000251520	RP11-46A10.6	NA	NA
ENSG00000270711	RP11-46A10.8	NA	NA
ENSG00000237292	RP11-540K16.1	NA	NA
ENSG00000225359	RP11-540K16.2	NA	NA
ENSG00000179452	RP11-380B22.1	NA	NA
ENSG00000273573	RF00017	NA	NA
ENSG00000272880	RP11-33M22.2	NA	NA
ENSG00000224810	RP11-538D16.2	NA	NA
ENSG00000225982	RP11-538D16.3	NA	NA
ENSG00000232309	GS1-122H1.1	NA	NA
ENSG00000228918	GS1-122H1.2	NA	NA
ENSG00000232096	GS1-122H1.3	NA	NA
ENSG00000228664	RP11-416K24.1	NA	NA
ENSG00000231684	RP11-416K24.2	NA	NA
ENSG00000203729	C1orf120	NA	NA
ENSG00000270443	RP1-223H12.5	NA	NA
ENSG00000233537	RP1-223H12.4	NA	NA
ENSG00000276839	RF00017	NA	NA
ENSG00000261504	RP11-317P15.4	NA	NA
ENSG00000227181	RP11-317P15.3	NA	NA
ENSG00000271269	RP11-317P15.6	NA	NA
ENSG00000224040	RP11-505O17.3	NA	NA
ENSG00000226570	RP11-505O17.1	NA	NA
ENSG00000176855	RP11-505O17.2	NA	NA
ENSG00000224468	RP11-181K3.4	NA	NA
ENSG00000233562	RP11-548N1.1	NA	NA
ENSG00000232860	RP11-74N20.1	NA	NA
ENSG00000270994	RP11-293B7.1	NA	NA
ENSG00000227554	RP11-444D13.1	NA	NA
ENSG00000199840	RF00019	NA	NA
ENSG00000207080	RF00019	NA	NA
ENSG00000231791	RP11-382D12.1	NA	NA
ENSG00000271387	RP11-382D12.2	NA	NA
ENSG00000230470	GS1-115G20.1	NA	NA
ENSG00000232036	GS1-115G20.2	NA	NA
ENSG00000260976	GS1-120K12.4	NA	NA
ENSG00000232792	FTHL25	NA	NA
ENSG00000231084	CTA-253N17.1	NA	NA
ENSG00000213051	RP4-635A23.2	NA	NA
ENSG00000201421	RF00019	NA	NA
ENSG00000206640	RF00019	NA	NA
ENSG00000233583	RP4-635A23.3	NA	NA
ENSG00000252612	RF00019	NA	NA
ENSG00000238061	RP4-635A23.4	NA	NA
ENSG00000279838	RP4-635A23.6	NA	NA
ENSG00000273004	GS1-279B7.2	NA	NA
ENSG00000270920	CTA-277P6.1	NA	NA
ENSG00000279401	GS1-204I12.3	NA	NA
ENSG00000228309	GS1-204I12.1	NA	NA
ENSG00000207108	RF00019	NA	NA
ENSG00000201596	RF00019	NA	NA
ENSG00000261729	GS1-204I12.4	NA	NA
ENSG00000224691	GS1-174L6.4	NA	NA
ENSG00000229739	RP11-295K2.3	NA	NA
ENSG00000273198	GS1-304P7.3	NA	NA
ENSG00000228238	GS1-304P7.2	NA	NA
ENSG00000233196	GS1-304P7.1	NA	NA
ENSG00000273129	RP5-973M2.2	NA	NA
ENSG00000230426	RP11-108M21.1	NA	NA
ENSG00000271558	RP11-445P19.2	NA	NA
ENSG00000225462	RP11-393M18.2	NA	NA
ENSG00000274702	RP11-393M18.5	NA	NA
ENSG00000236401	RP11-393M18.4	NA	NA
ENSG00000223847	RP5-925F19.1	NA	NA
ENSG00000150732	RP11-134C1.1	NA	NA
ENSG00000261182	RP11-201A3.1	NA	NA
ENSG00000224278	RP11-405P11.1	NA	NA
ENSG00000225006	RP11-669M2.1	NA	NA
ENSG00000235083	RP11-669M2.2	NA	NA
ENSG00000231022	RP11-720G6.1	NA	NA
ENSG00000237283	RP11-316I3.1	NA	NA
ENSG00000238054	RP11-316I3.2	NA	NA
ENSG00000226486	RP11-373J16.1	NA	NA
ENSG00000271036	RP11-373J16.3	NA	NA
ENSG00000226196	RP11-373J16.2	NA	NA
ENSG00000232212	RP11-398M15.1	NA	NA
ENSG00000238270	RP11-445J9.1	NA	NA
ENSG00000230987	RP11-113I24.1	NA	NA
ENSG00000225811	RP11-547I7.1	NA	NA
ENSG00000237457	RP11-547I7.2	NA	NA
ENSG00000241505	RP11-161I10.1	NA	NA
ENSG00000231175	RP11-463J7.2	NA	NA
ENSG00000236025	RP11-463J7.1	NA	NA
ENSG00000238108	RP11-463J7.3	NA	NA
ENSG00000228020	RP11-309H21.1	NA	NA
ENSG00000261642	RP11-309H21.3	NA	NA
