#hg19.knownToEnsembl.value	hg19.kgXref.kgID	hg19.kgXref.geneSymbol	hg19.kgXref.refseq	hg19.knownToRefSeq.value
ENST00000389680	uc022bqo.2	MT-RNR1		n/a
ENST00000289547	uc003tla.3	NPC1L1		NM_001101648
ENST00000289547	uc003tlb.3	NPC1L1	NM_013389	NM_013389
ENST00000289547	uc003tlc.3	NPC1L1	NM_001101648	NM_001101648
ENST00000289547	uc011kbw.2	NPC1L1	NM_001101648	NM_001101648
ENST00000423141	uc003tld.3	NPC1L1		NM_001101648
ENST00000421223	uc003tlg.4	DDX56	NM_019082	NM_019082
ENST00000421223	uc010kyg.4	DDX56	NM_001257189	NM_001257189
ENST00000421223	uc003tlh.4	DDX56		NM_019082
ENST00000421223	uc010kyh.1	DDX56		NM_019082
ENST00000457408	uc003tli.3	TMED4	NM_182547	NM_182547
ENST00000477639	uc003tlj.3	TMED4		NM_182547
ENST00000481238	uc003tlk.3	TMED4	NM_182547	NM_182547
ENST00000222690	uc003tlz.2	H2AZ2	NM_138635	NM_138635
ENST00000308153	uc003tma.2	H2AZ2	NM_012412	NM_012412
ENST00000308153	uc003tmb.2	H2AZ2	NM_201517	NM_201517
ENST00000381124	uc003tmc.2	H2AZ2	NM_201516	NM_201516
ENST00000350771	uc003tmd.2	H2AZ2	NM_201436	NM_201436
ENST00000395699	uc003tme.3	PURB	NM_033224	NM_033224
ENST00000488554	uc003tmg.2	MYO1G		NM_033054
ENST00000258787	uc003tmh.2	MYO1G	NM_033054	NM_033054
ENST00000258787	uc010kym.2	MYO1G		NM_033054
ENST00000483585	uc003tmi.1	MYO1G		NM_033054
ENST00000464434	uc003tmj.2	MYO1G		NM_033054
ENST00000577700	uc003tmk.4	SNHG15		NR_003697
ENST00000578968	uc003tml.4	SNHG15		NR_003697
ENST00000384215	uc003tmm.2	SNORA9		NR_002952
ENST00000490531	uc003tmt.3	NACAD	NM_001146334	NM_001146334
ENST00000495973	uc003tmu.3	TBRG4		NM_001261834
ENST00000258770	uc011kcd.3	TBRG4	NM_001261834	NM_001261834
ENST00000258770	uc003tmv.4	TBRG4	NM_004749	NM_004749
ENST00000395655	uc003tmx.4	TBRG4	NM_030900	NM_030900
ENST00000395655	uc003tmw.4	TBRG4	NM_199122	NM_199122
ENST00000364902	uc003tmz.2	SNORA5C		NR_002991
ENST00000363786	uc003tna.4	SNORA5B		NR_002990
ENST00000428414	uc003tnh.3	SEPT7P2		NR_024271
ENST00000429741	uc003tnf.4	SEPT7P2		NR_024271
ENST00000381086	uc003tnq.3	IGFBP3		NM_000598
ENST00000275521	uc003tnr.3	IGFBP3	NM_001013398	NM_001013398
ENST00000275521	uc003tns.3	IGFBP3	NM_000598	NM_000598
ENST00000381086	uc003tnt.3	IGFBP3	NM_000598	NM_000598
ENST00000451905	uc003tnu.1	AC011294.3		n/a
ENST00000311160	uc022acn.1	TNS3	NM_022748	NM_022748
ENST00000311160	uc003tnw.3	TNS3	NM_022748	NM_022748
ENST00000398879	uc010kyo.1	TNS3		NM_022748
ENST00000289672	uc003tny.2	PKD1L1	NM_138295	NM_138295
ENST00000483616	uc003tob.3	PKD1L1		NM_138295
ENST00000258774	uc003tod.2	HUS1	NM_004507	NM_004507
ENST00000412142	uc010kyq.3	SUN3	NM_152782	NM_152782
ENST00000412142	uc003tof.3	SUN3	NM_152782	NM_152782
ENST00000297325	uc003tog.3	SUN3	NM_001030019	NM_001030019
ENST00000453192	uc011kcf.2	SUN3		NM_001030019
ENST00000046087	uc003tou.3	ZPBP	NM_007009	NM_007009
ENST00000046087	uc010kyw.3	ZPBP	NM_001159878	NM_001159878
ENST00000356889	uc003tpb.3	FIGNL1		NM_022116
ENST00000395556	uc003tpd.3	FIGNL1	NM_022116	NM_022116
ENST00000395556	uc003tpc.3	FIGNL1	NM_001042762	NM_001042762
ENST00000433017	uc003tpe.3	FIGNL1	NM_022116	NM_022116
ENST00000395556	uc010kyy.3	FIGNL1	NM_022116	NM_022116
ENST00000357936	uc003tpf.4	DDC	NM_000790	NM_000790
ENST00000357936	uc022adb.1	DDC	NM_001242886	NM_001242886
ENST00000357936	uc022adc.1	DDC	NM_001242887	NM_001242887
ENST00000357936	uc022add.1	DDC	NM_001242889	NM_001242889
ENST00000357936	uc022ade.1	DDC	NM_001242888	NM_001242888
ENST00000444124	uc003tpg.4	DDC	NM_001082971	NM_001082971
ENST00000380984	uc022adf.1	DDC	NM_001242890	NM_001242890
ENST00000398810	uc003tph.3	GRB10	NM_001001550	NM_001001550
ENST00000398812	uc003tpi.2	GRB10	NM_005311	NM_005311
ENST00000398812	uc003tpj.2	GRB10	NM_001001549	NM_001001549
ENST00000335866	uc003tpk.2	GRB10	NM_001001555	NM_001001555
ENST00000335866	uc010kzb.2	GRB10	NM_001001555	NM_001001555
ENST00000403097	uc003tpl.2	GRB10	NM_001001555	NM_001001555
ENST00000335866	uc003tpm.2	GRB10	NM_001001555	NM_001001555
ENST00000462395	uc003tpo.4	COBL	NM_015198	NM_015198
ENST00000395542	uc003tpp.4	COBL	NM_015198	NM_015198
ENST00000395542	uc003tpq.4	COBL	NM_015198	NM_015198
ENST00000395542	uc003tpr.4	COBL	NM_015198	NM_015198
ENST00000395542	uc003tps.3	COBL	NM_015198	NM_015198
ENST00000395542	uc011kcl.2	COBL	NM_015198	NM_015198
ENST00000395542	uc010kzc.3	COBL	NM_015198	NM_015198
ENST00000441453	uc003tpt.3	COBL		NM_015198
ENST00000380970	uc022adj.1	LINC01446		NR_038371
ENST00000439027	uc003tqe.4	GS1-18A18.2		n/a
ENST00000395535	uc003tqf.3	SEC61G	NM_001012456	NM_001012456
ENST00000352861	uc003tqg.3	SEC61G	NM_014302	NM_014302
ENST00000442411	uc003tqo.4	EGFR-AS1		NR_047551
ENST00000433959	uc003tqq.3	VOPP1	NM_030796	NM_030796
ENST00000545390	uc010kzh.3	VOPP1	NM_030796	NM_030796
ENST00000285279	uc010kzi.3	VOPP1	NM_030796	NM_030796
ENST00000428648	uc011kcr.2	VOPP1		NM_030796
ENST00000285279	uc003tqs.3	VOPP1	NM_030796	NM_030796
ENST00000455909	uc010kzk.3	FKBP9L		NR_027340
ENST00000455909	uc003tqt.3	FKBP9L		NR_027342
ENST00000455909	uc011kcs.2	FKBP9L		NR_027339
ENST00000455909	uc010kzl.3	FKBP9L		NR_003949
ENST00000388975	uc003tqz.2	SEPTIN14	NM_207366	NM_207366
ENST00000275605	uc003trh.3	PSPH	NM_004577	NM_004577
ENST00000395471	uc003tri.3	PSPH	NM_004577	NM_004577
ENST00000275605	uc003trj.3	PSPH	NM_004577	NM_004577
ENST00000275605	uc003trk.1	PSPH		NM_004577
ENST00000537360	uc003try.2	PHKG1	NM_001258460	NM_001258460
ENST00000452681	uc011kdb.2	PHKG1	NM_001258459	NM_001258459
ENST00000452681	uc003trz.2	PHKG1	NM_006213	NM_006213
ENST00000452681	uc011kdc.2	PHKG1	NM_001258460	NM_001258460
ENST00000537360	uc011kdd.2	PHKG1		NR_047689
ENST00000395422	uc003tsa.3	CHCHD2	NM_016139	NM_016139
ENST00000329309	uc003tsb.3	NUPR2	NM_001145712	NM_001145712
ENST00000422212	uc022adx.1	LOC650226		NR_029420
ENST00000436042	uc010kzm.3	RP11-760D2.1		n/a
ENST00000429367	uc003tsi.1	RP11-760D2.5		n/a
ENST00000448242	uc022adz.1	LOC100130849		NR_038450
ENST00000582960	uc022aea.1	MIR4283-1		NR_036246
ENST00000331162	uc010kzo.3	ZNF479	NM_033273	NM_033273
ENST00000417412	uc022aeb.1	GUSBP10		NR_030766
ENST00000331425	uc011kdj.2	ZNF733P		NR_003952
ENST00000451440	uc003tsw.2	LINC01005		NR_039987
ENST00000309683	uc003tta.2	ZNF680	NM_178558	NM_178558
ENST00000447137	uc003ttb.2	ZNF680	NM_001130022	NM_001130022
ENST00000282869	uc003ttr.2	ZNF117	NM_015852	NM_015852
ENST00000394323	uc011kdr.2	ERV3-1	NM_001007253	NM_001007253
ENST00000528878	uc003tts.2	ERV3-1		NM_001007253
ENST00000593865	uc003tud.2	AC104057.1		NR_038378
ENST00000304895	uc003tun.3	GUSB	NM_000181	NM_000181
ENST00000304895	uc011kdt.2	GUSB	NM_000181	NM_000181
ENST00000446111	uc010kzw.2	GUSB		NM_000181
ENST00000421767	uc003tux.4	LINC00174		NR_026873
ENST00000449307	uc010lac.3	LOC493754		NR_002933
ENST00000445080	uc010lad.3	LOC493754		NR_002933
ENST00000445080	uc011kdx.2	LOC493754		NR_002933
ENST00000457166	uc003tvj.1	GTF2IRD1P1		NR_003934
ENST00000246868	uc003tvm.1	SBDS	NM_016038	NM_016038
ENST00000579075	uc022aff.1	MIR4650-1		NR_039794
ENST00000275546	uc003tvo.3	PMS2P4		NR_022007
ENST00000275546	uc031sxr.1	PMS2P4		NR_046299
ENST00000275546	uc003tvq.4	PMS2P4		NR_046297
ENST00000275546	uc003tvr.5	PMS2P4		NR_022007
ENST00000275546	uc003tvs.5	PMS2P4		NR_022007
ENST00000516614	uc022afg.1	RNU6-229P		n/a
ENST00000584357	uc022afh.1	MIR3914-1		NR_037477
ENST00000329008	uc003twa.4	CALN1	NM_001017440	NM_001017440
ENST00000395275	uc003twb.4	CALN1	NM_031468	NM_031468
ENST00000395276	uc003twc.4	CALN1	NM_001017440	NM_001017440
ENST00000438125	uc011keh.1	TYW1B	NM_001145441	NM_001145441
ENST00000435769	uc011kei.2	TYW1B		NM_001145440
ENST00000435769	uc011kej.2	TYW1B	NM_001145440	NM_001145440
ENST00000435769	uc011kek.1	TYW1B		NM_001145440
ENST00000485741	uc003twl.3	NSUN5P2		NR_033323
ENST00000388955	uc003two.3	NSUN5P2		NR_033323
ENST00000388955	uc003twn.3	NSUN5P2		NR_033323
ENST00000388955	uc003twm.3	NSUN5P2		NR_033323
ENST00000388955	uc003twp.3	NSUN5P2		NR_033323
ENST00000388955	uc003twq.3	NSUN5P2		NR_033323
ENST00000602348	uc010lan.2	NSUN5P2		NR_033323
ENST00000285805	uc010lao.2	TRIM74	NM_198853	NM_198853
ENST00000395244	uc003tws.1	TRIM74	NM_198853	n/a
ENST00000285805	uc022afm.1	TRIM74	NM_198853	n/a
ENST00000436857	uc003twv.3	BC073780		n/a
ENST00000436857	uc011kem.2	STAG3L3		NR_040582
ENST00000608210	uc003txa.3	STAG3L3		NR_040582
ENST00000308103	uc022afn.1	STAG3L3		NR_040582
ENST00000428423	uc022afo.1	STAG3L3		NR_040582
ENST00000308103	uc022afp.1	STAG3L3		NR_040582
ENST00000423834	uc010laq.1	STAG3L3		NR_040582
ENST00000411562	uc011ken.2	SPDYE8P		NR_003664
ENST00000411562	uc031sxu.1	SPDYE8P		NR_003664
ENST00000448019	uc011keo.2	SPDYE8P		NR_003664
ENST00000426970	uc010laz.3	SPDYE10P		n/a
ENST00000426970	uc010lba.4	SPDYE10P		n/a
ENST00000425256	uc003txs.1	GTF2IRD2P1		NR_002164
ENST00000428206	uc011kev.2	NSUN5	NM_001168347	NM_001168347
ENST00000428206	uc003txv.3	NSUN5	NM_148956	NM_148956
ENST00000428206	uc003txw.3	NSUN5	NM_018044	NM_018044
ENST00000428206	uc003txx.3	NSUN5	NM_001168348	NM_001168348
ENST00000333149	uc010lbd.1	TRIM50	NM_178125	NM_178125
ENST00000333149	uc003txy.1	TRIM50	NM_178125	NM_178125
ENST00000333149	uc003txz.1	TRIM50	NM_178125	NM_178125
ENST00000339594	uc003tyc.3	BAZ1B	NM_032408	NM_032408
ENST00000486818	uc010lbf.2	BCL7B		NR_036682
ENST00000493671	uc031sxv.1	BCL7B	NM_001707	NM_001707
ENST00000482231	uc003tye.2	BCL7B		NR_036682
ENST00000223368	uc003tyf.2	BCL7B	NM_001707	NM_001707
ENST00000223368	uc003tyg.2	BCL7B	NM_001197244	NM_001197244
ENST00000305632	uc011kex.2	TBL2	NM_012453	NM_012453
ENST00000305632	uc003tyh.3	TBL2	NM_012453	NM_012453
ENST00000305632	uc010lbg.3	TBL2		NM_012453
ENST00000305632	uc003tyi.3	TBL2		NM_012453
ENST00000305632	uc011key.2	TBL2		NM_012453
ENST00000395189	uc003tyj.2	MLXIPL		NM_032953
ENST00000354613	uc003tyk.1	MLXIPL	NM_032954	NM_032954
ENST00000313375	uc003tym.1	MLXIPL	NM_032952	NM_032952
ENST00000313375	uc003tyl.1	MLXIPL	NM_032953	NM_032953
ENST00000313375	uc003tyn.1	MLXIPL	NM_032951	NM_032951
ENST00000313375	uc003tyo.1	MLXIPL		NM_032951
ENST00000434326	uc003typ.1	MLXIPL		NM_032951
ENST00000476404	uc003tyq.1	MLXIPL	NM_032954	NM_032954
ENST00000395176	uc003tys.1	DNAJC30	NM_032317	NM_032317
ENST00000395156	uc003tyy.3	STX1A	NM_001165903	NM_001165903
ENST00000222812	uc003tyx.3	STX1A	NM_004603	NM_004603
ENST00000395154	uc010lbj.2	STX1A	NM_001165903	NM_001165903
ENST00000222800	uc003tza.3	ABHD11		NR_026912
ENST00000222800	uc003tzb.3	ABHD11	NM_148912	NM_148912
ENST00000222800	uc011kfb.2	ABHD11	NM_001145364	NM_001145364
ENST00000222800	uc003tzc.3	ABHD11	NM_148913	NM_148913
ENST00000480445	uc003tzf.3	ABHD11	NM_001145364	NM_001145364
ENST00000395145	uc003tzg.4	CLDN3	NM_001306	NM_001306
ENST00000297873	uc003tzj.2	METTL27	NM_152559	NM_152559
ENST00000493174	uc011kfd.1	METTL27		NM_152559
ENST00000055077	uc003uaj.3	RFC2	NM_181471	NM_181471
ENST00000352131	uc003uak.3	RFC2	NM_002914	NM_002914
ENST00000434256	uc003uaz.3	AC083884.8		n/a
ENST00000405086	uc010lbt.1	GTF2IRD2		NM_173537
ENST00000405086	uc003ubd.1	GTF2IRD2	NM_173537	NM_173537
ENST00000361071	uc011kfi.2	GTF2IRD2	NM_173537	NM_173537
ENST00000405086	uc003ubf.1	GTF2IRD2		NM_173537
ENST00000457594	uc003ubg.2	GTF2IRD2		NM_173537
ENST00000417115	uc003ubh.3	GTF2IRD2		NM_173537
ENST00000380775	uc011kfj.2	STAG3L2		NR_040584
ENST00000380775	uc031sxw.1	STAG3L2		NR_040584
ENST00000448772	uc022afz.1	STAG3L2		NR_040584
ENST00000423186	uc031sxx.1	STAG3L2		NR_040584
ENST00000470380	uc031sxy.1	STAG3L2		NR_040584
ENST00000329959	uc010lca.3	RCC1L	NM_030798	NM_030798
ENST00000329959	uc003ubr.3	RCC1L	NM_030798	NM_030798
ENST00000478352	uc010lcb.1	RCC1L	NM_030798	NM_030798
ENST00000438382	uc003ubv.3	NCF1C		NR_003187
ENST00000419670	uc011kfn.2	NCF1C		NR_003187
ENST00000419670	uc011kfo.2	NCF1C		NR_003187
ENST00000545332	uc003ubx.4	LOC100093631		NR_003580
ENST00000545332	uc003ubw.2	GATSL2		NR_002206
ENST00000512776	uc003ubz.1	PMS2L14		n/a
ENST00000314850	uc003uca.4	PMS2L14		n/a
ENST00000442338	uc011kfq.3	PMS2L2		NR_003614
ENST00000442338	uc011kfp.3	PMS2L2		NR_003614
ENST00000512776	uc003ucd.3	CH17-264B6.6		n/a
ENST00000426327	uc003ucg.2	GATSL2	NM_001145064	NM_001145064
ENST00000442338	uc003uch.1	PMS2L2		NR_003614
ENST00000329909	uc003uci.1	CH17-264B6.6		n/a
ENST00000329909	uc011kfr.1	CH17-264B6.6		n/a
ENST00000329909	uc003ucl.1	CH17-264B6.6		n/a
ENST00000515634	uc003ucm.3	CH17-264B6.6		n/a
ENST00000515634	uc003uco.1	CH17-264B6.6		NR_003614
ENST00000515634	uc011kft.1	CH17-264B6.6		n/a
ENST00000515634	uc011kfu.1	CH17-264B6.6		n/a
ENST00000442338	uc003ucq.4	PMS2L2		NR_003614
ENST00000440373	uc011kfv.2	PMS2L2		NR_003614
ENST00000310939	uc031syb.1	PMS2L2		NR_003614
ENST00000442338	uc003uct.2	PMS2L2		NR_003614
ENST00000416371	uc010ldb.2	FKBP6		n/a
ENST00000453279	uc003udk.4	POM121C	NM_001099415	NM_001099415
ENST00000257665	uc010lde.1	POM121C		NM_001099415
ENST00000398379	uc003udl.1	POM121C		NM_001099415
ENST00000418756	uc022agi.1	PMS2P3		NR_028059
ENST00000418756	uc003udq.3	PMS2P3		NR_028059
ENST00000418756	uc022agj.1	PMS2P3		NR_028059
ENST00000336926	uc003uds.2	HIP1	NM_005338	NM_005338
ENST00000336926	uc011kfz.2	HIP1	NM_001243198	NM_001243198
ENST00000394905	uc003udt.1	CCL26	NM_006072	NM_006072
ENST00000222902	uc011kga.2	CCL24	NM_002991	NM_002991
ENST00000338761	uc003ued.3	TMEM120A	NM_031925	NM_031925
ENST00000417509	uc003ueb.1	TMEM120A		NM_031925
ENST00000338761	uc003uec.2	TMEM120A		NM_031925
ENST00000440632	uc022agl.1	TMEM120A		NM_031925
ENST00000248600	uc003uef.3	STYXL1		NM_016086
ENST00000248600	uc011kgg.2	STYXL1		NM_016086
ENST00000248600	uc003ueh.3	STYXL1		NM_016086
ENST00000248600	uc011kgf.2	STYXL1		NM_016086
ENST00000248600	uc003uek.4	STYXL1		NM_016086
ENST00000248600	uc003uel.3	STYXL1	NM_016086	NM_016086
ENST00000248600	uc003uem.3	STYXL1	NM_016086	NM_016086
ENST00000451157	uc010ldg.3	STYXL1		NM_016086
ENST00000451157	uc010ldh.2	STYXL1	NM_016086	NM_016086
ENST00000431581	uc003uen.1	STYXL1	NM_016086	NM_016086
ENST00000307630	uc011kgj.1	YWHAG	NM_012479	NM_012479
ENST00000492979	uc003ufa.3	SSC4D		NM_080744
ENST00000275560	uc003ufb.3	SSC4D	NM_080744	NM_080744
ENST00000453932	uc003ufi.3	FDPSP2		NR_003262
ENST00000310842	uc003uft.3	POMZP3	NM_012230	NM_012230
ENST00000310842	uc003ufu.3	POMZP3	NM_152992	NM_152992
ENST00000424818	uc011kgm.2	POMZP3		NM_012230
ENST00000248598	uc003ugb.3	FGL2	NM_006682	NM_006682
ENST00000491796	uc011kgo.2	GSAP		NM_017439
ENST00000491796	uc003ugd.3	GSAP	NM_017439	NM_017439
ENST00000257626	uc003ugf.3	GSAP	NM_017439	NM_017439
ENST00000334003	uc003ugg.1	GSAP		NM_017439
ENST00000440088	uc003ugj.1	APTR		NR_038361
ENST00000398043	uc003ugk.4	APTR		NR_038361
ENST00000257663	uc003ugn.3	TMEM60	NM_032936	NM_032936
ENST00000354212	uc003ugx.3	MAGI2	NM_012301	NM_012301
ENST00000354212	uc003ugy.3	MAGI2	NM_012301	NM_012301
ENST00000519748	uc010ldx.1	MAGI2	NM_012301	NM_012301
ENST00000520379	uc010ldy.1	MAGI2	NM_012301	NM_012301
ENST00000536571	uc011kgr.1	MAGI2		NM_012301
ENST00000536571	uc011kgs.1	MAGI2	NM_012301	NM_012301
ENST00000398291	uc011kgu.2	GNAT3	NM_001102386	NM_001102386
ENST00000265361	uc003uhj.3	SEMA3C	NM_006379	NM_006379
ENST00000265361	uc011kgw.2	SEMA3C	NM_006379	NM_006379
ENST00000265361	uc011kgx.1	SEMA3C		NM_006379
ENST00000413944	uc003uhk.1	AY927633		n/a
ENST00000222390	uc003uhl.3	HGF	NM_000601	NM_000601
ENST00000222390	uc003uhm.3	HGF	NM_001010932	NM_001010932
ENST00000444829	uc003uhn.1	HGF	NM_001010931	NM_001010931
ENST00000444829	uc003uho.1	HGF	NM_001010933	NM_001010933
ENST00000423064	uc003uhp.3	HGF	NM_001010934	NM_001010934
ENST00000354224	uc022agw.1	HGF	NM_001010934	NM_001010934
ENST00000535308	uc011kgy.1	CACNA2D1		NM_000722
ENST00000356860	uc003uhr.1	CACNA2D1	NM_000722	NM_000722
ENST00000333891	uc003uhx.2	PCLO	NM_033026	NM_033026
ENST00000423517	uc003uht.1	PCLO		NM_014510
ENST00000423517	uc003uhu.1	PCLO		NM_014510
ENST00000423517	uc003uhv.2	PCLO	NM_014510	NM_014510
ENST00000423517	uc010lec.3	PCLO		NM_014510
ENST00000307792	uc022agy.1	SEMA3E	NM_001178129	NM_001178129
ENST00000307792	uc003uhy.2	SEMA3E	NM_012431	NM_012431
ENST00000265362	uc003uhz.3	SEMA3A	NM_006080	NM_006080
ENST00000284136	uc003uib.3	SEMA3D	NM_152754	NM_152754
ENST00000284136	uc003uic.3	SEMA3D	NM_152754	NM_152754
ENST00000284136	uc010led.3	SEMA3D	NM_152754	NM_152754
ENST00000444867	uc010lee.1	SEMA3D	NM_152754	NM_152754
ENST00000450689	uc003uie.3	ELAPOR2	NM_152748	NM_152748
ENST00000450689	uc011kgz.2	ELAPOR2	NM_152748	NM_152748
ENST00000450689	uc003uif.2	ELAPOR2		NR_030672
ENST00000450689	uc011kha.2	ELAPOR2	NM_001142749	NM_001142749
ENST00000433446	uc003uig.3	AC005076.5		n/a
ENST00000257637	uc003uio.3	TMEM243	NM_024315	NM_024315
ENST00000359941	uc003uir.4	TP53TG1		NR_015381
ENST00000416560	uc003uip.4	TP53TG1		NR_015381
ENST00000416560	uc003uiq.4	TP53TG1		NR_015381
ENST00000265723	uc003uiv.1	ABCB4	NM_018849	NM_018849
ENST00000265723	uc003uiw.1	ABCB4	NM_000443	NM_000443
ENST00000358400	uc003uix.1	ABCB4	NM_018850	NM_018850
ENST00000473795	uc003uiy.3	ABCB4		NM_018850
ENST00000265724	uc011khc.2	ABCB1	NM_000927	NM_000927
ENST00000265724	uc003uiz.2	ABCB1	NM_000927	NM_000927
ENST00000416177	uc003uja.2	ABCB1		NM_000927
ENST00000416177	uc010lei.2	ABCB1		NM_000927
ENST00000341119	uc003uje.3	SLC25A40	NM_018843	NM_018843
ENST00000265729	uc003ujq.2	SRI	NM_003130	NM_003130
ENST00000265729	uc011khg.2	SRI		NM_003130
ENST00000265729	uc003ujr.1	SRI	NM_198901	NM_198901
ENST00000431660	uc031syf.1	SRI	NM_001256891	NM_001256891
ENST00000431660	uc011khh.2	SRI	NM_001256892	NM_001256892
ENST00000486860	uc010lej.2	SRI	NM_001256891	NM_001256891
ENST00000380079	uc022agz.1	STEAP4	NM_001205315	NM_001205315
ENST00000380079	uc003ujs.3	STEAP4	NM_024636	NM_024636
ENST00000380079	uc010lek.3	STEAP4	NM_001205316	NM_001205316
ENST00000415667	uc022aha.1	DD413682		n/a
ENST00000384366	uc022ahb.1	SNORA67		n/a
ENST00000297203	uc003ujv.3	TEX47	NM_152706	NM_152706
ENST00000454222	uc010let.1	MTERF1		NM_006980
ENST00000419292	uc003ulc.1	MTERF1	NM_006980	NM_006980
ENST00000419292	uc011khm.1	MTERF1		NM_006980
ENST00000419292	uc010leu.1	MTERF1	NM_006980	NM_006980
ENST00000003100	uc003ulm.4	CYP51A1	NM_000786	NM_000786
ENST00000003100	uc011khn.2	CYP51A1	NM_001146152	NM_001146152
ENST00000422722	uc003uln.4	CTB-161K23.4	NM_001146152	NM_001146152
ENST00000343318	uc031syh.1	LRRD1		NM_001161528
ENST00000343318	uc011kho.2	LRRD1		NM_001161528
ENST00000430130	uc011khp.1	LRRD1	NM_001161528	NM_001161528
ENST00000486261	uc010lev.1	KRIT1		NM_194454
ENST00000394507	uc003ulq.1	KRIT1	NM_194456	NM_194456
ENST00000394507	uc003ulr.1	KRIT1	NM_004912	NM_004912
ENST00000394507	uc003uls.1	KRIT1	NM_194454	NM_194454
ENST00000394507	uc003ult.1	KRIT1	NM_001013406	NM_001013406
ENST00000394507	uc003ulu.1	KRIT1	NM_194456	NM_194456
ENST00000394507	uc003ulv.1	KRIT1	NM_194455	NM_194455
ENST00000493463	uc022ahe.1	ERVW-1	NM_014590	n/a
ENST00000248633	uc003uly.3	PEX1	NM_000466	NM_000466
ENST00000248633	uc011khr.2	PEX1		NM_000466
ENST00000248633	uc010ley.3	PEX1	NM_000466	NM_000466
ENST00000248633	uc011khs.2	PEX1	NM_000466	NM_000466
ENST00000484913	uc011kht.1	PEX1		NM_000466
ENST00000438306	uc003umb.3	FAM133B	NM_001040057	NM_001040057
ENST00000438306	uc003umc.3	FAM133B	NM_152789	NM_152789
ENST00000438306	uc022ahf.1	FAM133B		NM_152789
ENST00000265734	uc011khw.2	CDK6	NM_001259	NM_001259
ENST00000265734	uc010lez.3	CDK6	NM_001145306	NM_001145306
ENST00000379958	uc003umf.3	SAMD9	NM_017654	NM_017654
ENST00000379958	uc003umg.3	SAMD9	NM_001193307	NM_001193307
ENST00000318238	uc003umh.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc003umj.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc003umi.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc010lfb.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc003umk.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc010lfc.1	SAMD9L	NM_152703	NM_152703
ENST00000318238	uc010lfd.1	SAMD9L	NM_152703	NM_152703
ENST00000341723	uc003uml.3	HEPACAM2	NM_198151	NM_198151
ENST00000341723	uc010lff.3	HEPACAM2		NM_198151
ENST00000394468	uc003umm.3	HEPACAM2	NM_001039372	NM_001039372
ENST00000394468	uc011khy.2	HEPACAM2	NM_198151	NM_198151
ENST00000360249	uc003ums.1	CALCR		NM_001164737
ENST00000360249	uc003umt.1	CALCR		NM_001742
ENST00000360249	uc022ahi.1	CALCR	NM_001164738	NM_001164738
ENST00000359558	uc003umv.2	CALCR	NM_001164737	NM_001164737
ENST00000360249	uc003umw.2	CALCR	NM_001742	NM_001742
ENST00000385279	uc022ahj.1	MIR653		NR_030388
ENST00000384923	uc022ahk.1	MIR489		NR_030164
ENST00000222543	uc003umz.2	TFPI2	NM_001271004	NM_001271004
ENST00000222543	uc003una.2	TFPI2	NM_001271003	NM_001271003
ENST00000222543	uc003umy.2	TFPI2	NM_006528	NM_006528
ENST00000357520	uc003une.4	BET1		NM_005868
ENST00000222547	uc003unf.1	BET1	NM_005868	NM_005868
ENST00000265735	uc003unm.2	SGCE	NM_001099401	NM_001099401
ENST00000265735	uc003unl.2	SGCE	NM_003919	NM_003919
ENST00000265735	uc003unn.2	SGCE	NM_001099400	NM_001099400
ENST00000265735	uc011kic.1	SGCE	NM_003919	NM_003919
ENST00000415788	uc011kid.1	SGCE	NM_003919	NM_003919
ENST00000222381	uc003uns.3	PON1	NM_000446	NM_000446
ENST00000222381	uc011kih.2	PON1		NM_000446
ENST00000265627	uc003unt.3	PON3	NM_000940	NM_000940
ENST00000482624	uc011kii.2	PON3	NM_000940	NM_000940
ENST00000536183	uc003unu.3	PON2	NM_001018161	NM_001018161
ENST00000536183	uc003unv.3	PON2	NM_000305	NM_000305
ENST00000536183	uc010lfk.3	PON2		NM_000305
ENST00000536183	uc003unw.3	PON2	NM_000305	NM_000305
ENST00000005178	uc003unz.3	PDK4	NM_002612	NM_002612
ENST00000005178	uc003uoa.3	PDK4	NM_002612	NM_002612
ENST00000416240	uc003uog.4	SLC25A13	NM_001160210	NM_001160210
ENST00000416240	uc003uof.4	SLC25A13	NM_014251	NM_014251
ENST00000416240	uc011kik.2	SLC25A13		NR_027662
ENST00000385290	uc022aho.1	MIR591		NR_030322
ENST00000408060	uc022ahp.1	AC084368.1		n/a
ENST00000356686	uc003uoh.1	SEM1	NM_001201450	NM_001201450
ENST00000356686	uc011kil.1	SEM1	NM_001201451	NM_001201451
ENST00000606019	uc010lfm.2	SEM1		NR_038948
ENST00000488005	uc010lfn.1	SEM1	NM_006304	NM_006304
ENST00000248566	uc003uoi.3	SEM1	NM_006304	NM_006304
ENST00000496274	uc022ahr.1	RN7SL252P		n/a
ENST00000431497	uc003uok.3	DLX6-AS1		NR_015448
ENST00000430027	uc003uol.3	DLX6-AS1		NR_015448
ENST00000458352	uc010lfo.1	DLX6-AS1		NR_015448
